name,type,race,atk,def,level,attribute,archetype
Skyscraper,Spell Card,Field,-1,-1,0,NONE,Elemental HERO
Skyscraper 2 - Hero City,Spell Card,Field,-1,-1,0,NONE,Elemental HERO
Sleepy Scapegoats,Spell Card,Quick-Play,-1,-1,0,NONE,Dark Time Wizard
Sleipnir the Runick Mane,Fusion Monster,Beast,1500,1500,9,LIGHT,Runick
Slifer the Sky Dragon,Effect Monster,Divine-Beast,-1,-1,10,DIVINE,Egyptian God
Slime Toad,Normal Monster,Aqua,700,500,2,WATER,Frog
Slime Token,Token,Aqua,-1,-1,0,NONE,Slime
Small Roid Big City,Skill Card,Syrus Truesda,-1,-1,0,NONE,roid
Snake Deity's Command,Trap Card,Counter,-1,-1,0,NONE,Venom
Snake-Eye Ash,Effect Monster,Pyro,800,1000,1,FIRE,Snake-Eye
Snake-Eye Birch,Effect Monster,Pyro,0,2100,1,FIRE,Snake-Eye
Snake-Eye Oak,Effect Monster,Pyro,900,200,1,FIRE,Snake-Eye
Snake-Eyes Diabellstar,Effect Monster,Spellcaster,2800,2600,8,FIRE,Snake-Eye
Snake-Eyes Doomed Dragon,Fusion Monster,Dragon,3000,2500,8,FIRE,-Eyes Dragon
Snake-Eyes Flamberge Dragon,Effect Monster,Dragon,3000,2500,8,FIRE,Snake-Eye
Snake-Eyes Poplar,Effect Monster,Pyro,700,200,1,FIRE,Snake-Eye
Snake-Eyes Vengeance Dragon,Synchro Monster,Dragon,3000,2500,12,FIRE,-Eyes Dragon
"Sneaky ""C""",Effect Monster,Insect,1300,2500,7,EARTH,"""C"""
"Snopios, Shade of the Ghoti",Effect Monster,Fish,2100,0,6,WATER,Ghoti
Snow Plow Hustle Rustle,Effect Monster,Machine,2500,3000,10,EARTH,Train
Snowdrop the Rikka Fairy,Effect Monster,Plant,1200,2600,8,WATER,Rikka
"Snoww, Unlight of Dark World",Effect Monster,Fiend,1700,0,4,DARK,Dark World
Soaring Eagle Above the Searing Land,Tuner Monster,Winged Beast,100,0,1,FIRE,Laval
Solar Recharge,Spell Card,Normal,-1,-1,0,NONE,Lightsworn
Soldier Gaia the Fierce Knight,Effect Monster,Warrior,2600,2100,8,DARK,Gaia The Fierce Knight
Solemn Accusation,Trap Card,Counter,-1,-1,0,NONE,Solemn
Solemn Authority,Trap Card,Continuous,-1,-1,0,NONE,Solemn
Solemn Judgment,Trap Card,Counter,-1,-1,0,NONE,Solemn
Solemn Scolding,Trap Card,Counter,-1,-1,0,NONE,Solemn
Solemn Strike,Trap Card,Counter,-1,-1,0,NONE,Solemn
Solemn Warning,Trap Card,Counter,-1,-1,0,NONE,Solemn
Solemn Wishes,Trap Card,Continuous,-1,-1,0,NONE,Solemn
Solfachord Elegance,Spell Card,Normal,-1,-1,0,NONE,Solfachord
Solfachord Formal,Trap Card,Counter,-1,-1,0,NONE,Solfachord
Solfachord Happiness,Spell Card,Normal,-1,-1,0,NONE,Solfachord
Solfachord Harmonia,Spell Card,Field,-1,-1,0,NONE,Solfachord
Solfachord Musica,Trap Card,Normal,-1,-1,0,NONE,Solfachord
Solfachord Primoa,Pendulum Effect Monster,Fairy,0,400,1,EARTH,Solfachord
Solfachord Scale,Spell Card,Normal,-1,-1,0,NONE,Solfachord
Solfachord Solfegia,Pendulum Effect Monster,Fairy,400,400,2,LIGHT,Solfachord
Solfachord Symphony,Spell Card,Quick-Play,-1,-1,0,NONE,Solfachord
Solitaire Magician,Effect Monster,Spellcaster,1600,1300,4,LIGHT,Fortune Lady
Solo the Melodious Songstress,Effect Monster,Fairy,1600,1000,4,LIGHT,Melodious
SolSolfachord Gracia,Pendulum Effect Monster,Fairy,2100,1400,5,WATER,Solfachord
Solving for Pendulum,Trap Card,Continuous,-1,-1,0,NONE,Pendulum
Sonata the Melodious Diva,Effect Monster,Fairy,1200,1000,3,LIGHT,Melodious
Sonic Boom,Trap Card,Normal,-1,-1,0,NONE,Mecha Phantom Beast
Sonic Stun,Trap Card,Normal,-1,-1,0,NONE,T.G.
Soprano the Melodious Songstress,Effect Monster,Fairy,1400,1400,4,LIGHT,Melodious
Sorcerer of Sebek,Link Monster,Aqua,2000,-1,0,WATER,Prophecy
Sorcerer of the Swamp,Effect Monster,Spellcaster,500,1100,3,WATER,Swamp
Sosei Ryu-Ge Mistva,Pendulum Effect Ritual Monster,Dragon,3500,2500,10,LIGHT,Ryu-Ge
Soul Crossing,Spell Card,Quick-Play,-1,-1,0,NONE,Egyptian God
Soul Devouring Bamboo Sword,Spell Card,Continuous,-1,-1,0,NONE,Bamboo Sword
Soul of the Supreme Celestial King,Trap Card,Normal,-1,-1,0,NONE,Supreme King
Soul of the Supreme King,Trap Card,Normal,-1,-1,0,NONE,Supreme King
Soul Resonator,Tuner Monster,Fiend,500,200,3,FIRE,Resonator
Soul Servant,Spell Card,Quick-Play,-1,-1,0,NONE,Dark Magician
Soul Token,Token,Fiend,-1,-1,0,NONE,Chaos
Space Gift,Spell Card,Normal,-1,-1,0,NONE,Neo-Spacian
Spark Blaster,Spell Card,Equip,-1,-1,0,NONE,Elemental HERO
Spatial Trunade,Spell Card,Normal,-1,-1,0,NONE,Cyclone
Spawn Alligator,Effect Monster,Reptile,2200,1000,5,WATER,Alligator
Speaker for the Ice Barriers,Effect Monster,Spellcaster,1000,1800,4,WATER,Ice Barrier
Spearhead of the Ashened City,Effect Monster,Pyro,1700,100,4,DARK,Ashened
Special Schedule,Spell Card,Normal,-1,-1,0,NONE,Train
Specimen Inspection,Spell Card,Normal,-1,-1,0,NONE,Fossil
"Spectral, Dragon Ruler of Flickers",Effect Monster,Dragon,600,1000,2,LIGHT,Dragon Ruler
Speed Recovery,Spell Card,Normal,-1,-1,0,NONE,Roid
Speedlift,Spell Card,Quick-Play,-1,-1,0,NONE,Roid
Speedroid Block-n-Roll,Effect Monster,Machine,1000,1800,4,WIND,Speedroid
Speedroid CarTurbo,Tuner Monster,Machine,800,1200,3,WIND,Speedroid
Speedroid Clear Wing Wonder,Trap Card,Normal,-1,-1,0,NONE,Clear Wing
Speedroid Colonel Clackers,Pendulum Effect Monster,Machine,200,1800,2,WIND,roid
Speedroid Den-Den Daiko Duke,Tuner Monster,Machine,1000,1000,3,WIND,Roid
Speedroid Dominobutterfly,Pendulum Tuner Effect Monster,Machine,100,300,2,WIND,roid
Speedroid Double Yoyo,Effect Monster,Machine,1400,1400,4,WIND,Roid
Speedroid Dupligate,Trap Card,Normal,-1,-1,0,NONE,Speedroid
Speedroid Fuki-Modoshi Piper,Tuner Monster,Machine,1000,1000,4,WIND,Speedroid
Speedroid Gum Prize,Tuner Monster,Machine,0,800,1,WIND,Roid
Speedroid Hexasaucer,Pendulum Effect Monster,Machine,100,1600,4,WIND,Speedroid
Speedroid Horse Stilts,Effect Monster,Machine,1100,1100,4,WIND,Roid
Speedroid Maliciousmagnet,Tuner Monster,Machine,0,0,1,WIND,Roid
Speedroid Marble Machine,Pendulum Effect Monster,Machine,200,100,2,WIND,Speedroid
Speedroid Menko,Effect Monster,Machine,100,2000,4,WIND,Roid
Speedroid Ohajikid,Effect Monster,Machine,1000,200,3,WIND,Roid
Speedroid Pachingo-Kart,Effect Monster,Machine,1800,1000,4,WIND,Roid
Speedroid Passinglider,Pendulum Effect Monster,Machine,2200,2000,5,WIND,roid
Speedroid Razorang,Effect Monster,Machine,2000,0,4,WIND,Roid
Speedroid Red-Eyed Dice,Tuner Monster,Machine,100,100,1,WIND,Roid
Speedroid Rubberband Plane,Effect Monster,Machine,1800,0,5,WIND,Roid
Speedroid Scratch,Spell Card,Normal,-1,-1,0,NONE,Speedroid
Speedroid Skull Marbles,Effect Monster,Machine,0,3000,7,WIND,Roid
Speedroid Taketomborg,Effect Monster,Machine,600,1200,3,WIND,Roid
Speedroid Terrortop,Effect Monster,Machine,1200,600,3,WIND,Roid
Speedroid Tri-Eyed Dice,Tuner Monster,Machine,300,1500,3,WIND,Roid
Speedroid Ultra Hound,Effect Monster,Machine,800,800,3,WIND,Speedroid
Speedroid Wheel,Spell Card,Quick-Play,-1,-1,0,NONE,Speedroid
Speedroid Wing Synchron,Pendulum Tuner Effect Monster,Machine,1500,1000,5,WIND,roid
Spell Gear,Spell Card,Normal,-1,-1,0,NONE,Ancient Gear
Spell of Mask (Skill Card),Skill Card,Lumis and Umb,-1,-1,0,NONE,Mask
Spell Power Mastery,Spell Card,Normal,-1,-1,0,NONE,Endymion
Spell Shattering Sword,Spell Card,Quick-Play,-1,-1,0,NONE,Light and Darkness Ritual
Spellbook Library of the Crescent,Spell Card,Normal,-1,-1,0,NONE,Spellbook
Spellbook Library of the Heliosphere,Spell Card,Normal,-1,-1,0,NONE,Spellbook
Spellbook Magician of Prophecy,Effect Monster,Spellcaster,500,400,2,WATER,Spellbook
Spellbook of Eternity,Spell Card,Normal,-1,-1,0,NONE,Spellbook
Spellbook of Fate,Spell Card,Quick-Play,-1,-1,0,NONE,Spellbook
Spellbook of Judgment,Spell Card,Quick-Play,-1,-1,0,NONE,Spellbook
Spellbook of Knowledge,Spell Card,Normal,-1,-1,0,NONE,Spellbook
Spellbook of Life,Spell Card,Equip,-1,-1,0,NONE,Spellbook
Spellbook of Miracles,Spell Card,Normal,-1,-1,0,NONE,Spellbook
Spellbook of Power,Spell Card,Normal,-1,-1,0,NONE,Spellbook
Spellbook of Secrets,Spell Card,Normal,-1,-1,0,NONE,Spellbook
Spellbook of the Grand Circle,Spell Card,Normal,-1,-1,0,NONE,Spellbook
Spellbook of the Master,Spell Card,Normal,-1,-1,0,NONE,Spellbook
Spellbook of Wisdom,Spell Card,Quick-Play,-1,-1,0,NONE,Spellbook
Spellbook Organization,Spell Card,Quick-Play,-1,-1,0,NONE,Spellbook
Spellbook Star Hall,Spell Card,Continuous,-1,-1,0,NONE,Spellbook
Spellbreaker of the Ice Barrier,Effect Monster,Spellcaster,1200,2000,4,WATER,Ice Barrier
"Spenta, the Magistus Sealer",Effect Monster,Spellcaster,1000,1000,4,LIGHT,Magistus
Sphere Kuriboh,Effect Monster,Fiend,300,200,1,DARK,Kuriboh
Sphere of Chaos,Effect Monster,Machine,1600,0,5,DARK,Chaos
Sphinx of the Cycle,Effect Monster,Rock,2500,3000,8,EARTH,sphinx
Sphinx Teleia,Effect Monster,Beast,2500,3000,10,LIGHT,Sphinx
Spider Token,Token,Insect,-1,-1,0,NONE,Spider
Spin Turn,Trap Card,Normal,-1,-1,0,NONE,Infinitrack
Spinos Token,Token,Dinosaur,-1,-1,0,NONE,Jurrac
Spiral Discharge,Trap Card,Continuous,-1,-1,0,NONE,Gaia The Fierce Knight
Spiral Flame Strike,Spell Card,Normal,-1,-1,0,NONE,Odd-Eyes
Spiral Fusion,Spell Card,Normal,-1,-1,0,NONE,Gaia The Fierce Knight
Spiral Reborn,Trap Card,Normal,-1,-1,0,NONE,Gaia The Fierce Knight
Spiral Spear Strike,Spell Card,Continuous,-1,-1,0,NONE,Gaia The Fierce Knight
Spirit Charmers,Spell Card,Quick-Play,-1,-1,0,NONE,Spiritual Art
"Spirit Message ""A""",Spell Card,Continuous,-1,-1,0,NONE,Spirit Message
"Spirit Message ""I""",Spell Card,Continuous,-1,-1,0,NONE,Spirit Message
"Spirit Message ""L""",Spell Card,Continuous,-1,-1,0,NONE,Spirit Message
"Spirit Message ""N""",Spell Card,Continuous,-1,-1,0,NONE,Spirit Message
Spirit of the Pot of Greed,Effect Monster,Fairy,100,100,1,LIGHT,Greed
Spirit of the Six Samurai,Union Effect Monster,Warrior,500,500,3,EARTH,Six Samurai
Spirit of Yubel,Effect Monster,Fiend,0,0,10,DARK,Yubel
Spirit with Eyes of Blue,Link Monster,Dragon,300,-1,0,LIGHT,with Eyes of Blue
Spiritual Art Familiars,Effect Monster,Reptile,1500,200,4,WATER,Familiar-Possessed
Spiritual Beast Apelio,Effect Monster,Pyro,1800,200,4,WIND,Ritual Beast
Spiritual Beast Cannahawk,Effect Monster,Thunder,1400,600,4,WIND,Ritual Beast
Spiritual Beast Pettlephin,Effect Monster,Aqua,0,2000,4,WIND,Ritual Beast
Spiritual Beast Rampengu,Effect Monster,Beast,1600,400,4,WIND,Ritual Beast
Spiritual Beast Tamer Lara,Effect Monster,Psychic,100,2000,1,LIGHT,Ritual Beast
Spiritual Beast Tamer Winda,Effect Monster,Psychic,1600,1800,4,WIND,Ritual Beast
Spiritual Power Recovery Potion,Spell Card,Quick-Play,-1,-1,0,NONE,Possessed
Splendid Rose,Synchro Monster,Plant,2200,2000,6,WIND,Rose Dragon
Spore the Fairy Seed,Tuner Monster,Plant,400,800,1,LIGHT,Ancient Fairy Dragon
Spright Blue,Effect Monster,Thunder,1100,1000,2,DARK,Spright
Spright Carrot,Effect Monster,Thunder,1000,1900,2,FIRE,Spright
Spright Double Cross,Trap Card,Normal,-1,-1,0,NONE,Spright
Spright Elf,Link Monster,Thunder,1400,-1,0,FIRE,Spright
Spright Gamma Burst,Spell Card,Quick-Play,-1,-1,0,NONE,Spright
Spright Jet,Effect Monster,Thunder,1300,700,2,DARK,Spright
Spright Pixies,Effect Monster,Thunder,1400,1400,2,DARK,Spright
Spright Red,Effect Monster,Thunder,1200,1800,2,FIRE,Spright
Spright Smashers,Spell Card,Quick-Play,-1,-1,0,NONE,Spright
Spright Sprind,Link Monster,Thunder,1400,-1,0,FIRE,Spright
Spright Starter,Spell Card,Quick-Play,-1,-1,0,NONE,Spright
Springans Blast!,Trap Card,Normal,-1,-1,0,NONE,Springans
Springans Booty,Spell Card,Continuous,-1,-1,0,NONE,Springans
Springans Branga,Effect Monster,Machine,500,2500,8,FIRE,Springans
Springans Brothers,Effect Monster,Machine,300,1800,4,FIRE,Springans
Springans Call!,Trap Card,Normal,-1,-1,0,NONE,Springans
Springans Captain Sargas,Effect Monster,Machine,1500,2800,8,FIRE,Springans
Springans Interluder,Trap Card,Continuous,-1,-1,0,NONE,Springans
Springans Kitt,Effect Monster,Beast,1700,1000,4,DARK,Springans
Springans Merrymaker,XYZ Monster,Machine,1100,2000,4,FIRE,Springans
Springans Pedor,Effect Monster,Machine,0,2000,4,FIRE,Springans
Springans Rockey,Effect Monster,Machine,1800,800,4,FIRE,Springans
Springans Ship - Exblowrer,XYZ Monster,Machine,1600,2500,8,FIRE,Springans
Springans Watch,Spell Card,Normal,-1,-1,0,NONE,Springans
SPYGAL Misty,Effect Monster,Spellcaster,1500,1600,4,DARK,SPYRAL
SPYRAL Double Agent,Effect Monster,Fiend,1400,600,4,LIGHT,SPYRAL
SPYRAL Double Helix,Link Monster,Warrior,1900,-1,0,EARTH,SPYRAL
SPYRAL GEAR - Big Red,Spell Card,Equip,-1,-1,0,NONE,SPYRAL
SPYRAL GEAR - Drone,Effect Monster,Machine,100,100,1,WIND,SPYRAL
SPYRAL GEAR - Fully Armed,Spell Card,Equip,-1,-1,0,NONE,SPYRAL
SPYRAL GEAR - Last Resort,Effect Monster,Machine,1000,1000,4,EARTH,SPYRAL
SPYRAL GEAR - Utility Wire,Trap Card,Normal,-1,-1,0,NONE,SPYRAL
SPYRAL Master Plan,Effect Monster,Spellcaster,1200,2800,7,DARK,SPYRAL
SPYRAL MISSION - Assault,Spell Card,Continuous,-1,-1,0,NONE,SPYRAL
SPYRAL MISSION - Recapture,Trap Card,Continuous,-1,-1,0,NONE,SPYRAL
SPYRAL MISSION - Rescue,Trap Card,Continuous,-1,-1,0,NONE,SPYRAL
SPYRAL Quik-Fix,Effect Monster,Machine,500,400,1,EARTH,SPYRAL
SPYRAL Resort,Spell Card,Field,-1,-1,0,NONE,SPYRAL
SPYRAL Sleeper,Effect Monster,Fiend,2800,1200,8,LIGHT,SPYRAL
SPYRAL Super Agent,Effect Monster,Warrior,1900,1200,4,EARTH,SPYRAL
SPYRAL Tough,Effect Monster,Warrior,1900,1500,4,WIND,SPYRAL
Squib Draw,Spell Card,Quick-Play,-1,-1,0,NONE,Rokket
Stairs of Mail,Spell Card,Continuous,-1,-1,0,NONE,Tindangle
Stairway to a Fabled Realm,Spell Card,Field,-1,-1,0,NONE,Fabled
Stake your Soul!,Spell Card,Normal,-1,-1,0,NONE,Vanquish Soul
Stand Up Centur-Ion!,Spell Card,Field,-1,-1,0,NONE,Centur-Ion
Star Pendulumgraph,Spell Card,Continuous,-1,-1,0,NONE,Magician
Star Ryzeal,Effect Monster,Pyro,1800,0,4,LIGHT,Ryzeal
Star Seraph Sage,Effect Monster,Fairy,1600,1400,4,LIGHT,Star Seraph
Star Seraph Scale,Effect Monster,Fairy,1500,900,4,LIGHT,Star Seraph
Star Seraph Scepter,Effect Monster,Fairy,1800,400,4,LIGHT,Star Seraph
Star Seraph Scout,Effect Monster,Fairy,1200,1800,4,LIGHT,Star Seraph
Star Seraph Sovereignty,Effect Monster,Fairy,800,2000,4,LIGHT,Star Seraph
Star Seraph Sword,Effect Monster,Fairy,1400,1000,4,LIGHT,Star Seraph
Stardust Assault Warrior,Synchro Monster,Warrior,2100,1200,6,WIND,Junk
Stardust Charge Warrior,Synchro Monster,Warrior,2000,1300,6,WIND,Stardust
Stardust Chronicle Spark Dragon,Synchro Monster,Dragon,3000,2500,10,LIGHT,Stardust
Stardust Dragon,Synchro Monster,Dragon,2500,2000,8,WIND,Stardust
Stardust Dragon - Victim Sanctuary,Synchro Monster,Dragon,2500,2000,8,WIND,Stardust
Stardust Dragon/Assault Mode,Effect Monster,Dragon,3000,2500,10,WIND,/Assault Mode
Stardust Flash,Trap Card,Normal,-1,-1,0,NONE,Stardust
Stardust Illumination,Spell Card,Normal,-1,-1,0,NONE,Stardust
Stardust Mirage,Trap Card,Normal,-1,-1,0,NONE,Stardust
Stardust Phantom,Effect Monster,Spellcaster,0,0,1,LIGHT,Stardust
Stardust Re-Spark,Trap Card,Normal,-1,-1,0,NONE,Stardust
Stardust Shimmer,Spell Card,Normal,-1,-1,0,NONE,Stardust
Stardust Sifr Divine Dragon,Synchro Monster,Dragon,4000,4000,12,LIGHT,Stardust
Stardust Spark Dragon,Synchro Monster,Dragon,2500,2000,8,LIGHT,Stardust
Stardust Synchron,Tuner Monster,Machine,1500,1000,4,LIGHT,Stardust
Stardust Trail,Effect Monster,Dragon,500,2000,4,LIGHT,Stardust
Stardust Warrior,Synchro Monster,Warrior,3000,2500,10,WIND,Stardust
Stardust Wish,Trap Card,Continuous,-1,-1,0,NONE,Stardust
Stardust Wurm,Effect Monster,Dragon,0,0,1,LIGHT,Stardust
Stardust Xiaolong,Effect Monster,Dragon,100,100,1,LIGHT,Stardust
Starduston,Effect Monster,Fiend,-1,-1,1,DARK,Duston
Stare of the Snake Hair,Effect Monster,Zombie,1500,1200,6,DARK,Call of the Haunted
Stargazer Magician,Pendulum Effect Monster,Spellcaster,1200,2400,5,DARK,Magician
Starjunk Synchron,Tuner Monster,Warrior,1300,500,3,DARK,Junk
Starliege Lord Galaxion,XYZ Monster,Warrior,2000,2100,4,LIGHT,Galaxy-Eyes
Starliege Photon Blast Dragon,XYZ Monster,Dragon,1800,2500,4,LIGHT,Galaxy-Eyes
Starliege Seyfert,Effect Monster,Dragon,1800,0,4,LIGHT,Starliege
Starlight Junktion,Spell Card,Field,-1,-1,0,NONE,Junk
Starlit Papillon,Spell Card,Equip,-1,-1,0,NONE,Adventurer
Starring Knight,XYZ Monster,Fairy,1900,1000,4,LIGHT,Starry Knight
Starry Knight Arrival,Trap Card,Continuous,-1,-1,0,NONE,Starry Knight
Starry Knight Astel,Effect Monster,Fairy,500,2000,4,LIGHT,Starry Knight
Starry Knight Balefire,Spell Card,Normal,-1,-1,0,NONE,Starry Knight
Starry Knight Blast,Trap Card,Normal,-1,-1,0,NONE,Starry Knight
Starry Knight Ceremony,Spell Card,Continuous,-1,-1,0,NONE,Starry Knight
Starry Knight Ciel,Effect Monster,Fairy,1700,800,4,LIGHT,Starry Knight
Starry Knight Flamel,Effect Monster,Fairy,1500,1000,4,LIGHT,Starry Knight
Starry Knight Orbitael,Effect Monster,Fairy,400,2100,4,LIGHT,Starry Knight
Starry Knight Rayel,Effect Monster,Fairy,1800,700,4,LIGHT,Starry Knight
Starry Knight Sky,Spell Card,Field,-1,-1,0,NONE,Starry Knight
"Starry Night, Starry Dragon",Effect Monster,Dragon,2500,2300,7,LIGHT,Holy Knight
Startling Stare of the Snake-Eyes,Trap Card,Normal,-1,-1,0,NONE,Snake-Eye
Starving Venemy Lethal Dose Dragon,Pendulum Effect Fusion Monster,Dragon,2800,2000,8,DARK,Venom
Starving Venom Fusion Dragon,Fusion Monster,Dragon,2800,2000,8,DARK,Venom
Starving Venom Fusion Dragon of the Four Heavenly Dragons,Fusion Monster,Dragon,2800,2000,8,DARK,Fusion
Starving Venom Predapower Fusion Dragon,Fusion Monster,Dragon,3600,2500,10,DARK,Predaplant
Starving Venom Wing Dragon,Pendulum Effect Fusion Monster,Dragon,3300,2500,10,DARK,Starving Venom
Stealth Kragen Spawn,XYZ Monster,Aqua,1900,1500,4,WATER,Stealth Kragen
Stealthroid,Effect Monster,Machine,1200,0,4,DARK,Roid
Steam Gyroid,Fusion Monster,Machine,2200,1600,6,EARTH,Roid
Steam Synchron,Tuner Monster,Machine,600,800,3,WATER,Synchron
Steam Token,Token,Aqua,-1,-1,0,NONE,Blackwing
Steamed Sabersaurus,XYZ Monster,Dinosaur,2000,600,4,FIRE,Saber
Steamroid,Effect Monster,Machine,1800,1800,4,EARTH,Roid
Steelswarm Caller,Effect Monster,Fiend,1700,0,4,DARK,Steelswarm
Steelswarm Caucastag,Effect Monster,Fiend,2800,0,8,DARK,Steelswarm
Steelswarm Cell,Effect Monster,Fiend,0,0,1,DARK,Steelswarm
Steelswarm Gatekeeper,Effect Monster,Fiend,1500,1900,4,DARK,Steelswarm
Steelswarm Genome,Effect Monster,Fiend,1000,0,2,DARK,Steelswarm
Steelswarm Girastag,Effect Monster,Fiend,2600,0,7,DARK,Steelswarm
Steelswarm Hercules,Effect Monster,Fiend,3200,0,10,DARK,Steelswarm
Steelswarm Longhorn,Effect Monster,Fiend,3000,0,9,DARK,Steelswarm
Steelswarm Moth,Effect Monster,Fiend,2400,0,6,DARK,Steelswarm
Steelswarm Origin,Link Monster,Fiend,2000,-1,0,LIGHT,Steelswarm
Steelswarm Roach,XYZ Monster,Fiend,1900,0,4,DARK,Steelswarm
Steelswarm Scout,Effect Monster,Fiend,200,0,1,DARK,Steelswarm
Steelswarm Sentinel,Effect Monster,Fiend,1100,0,3,DARK,Steelswarm
Steelswarm Sting,Effect Monster,Fiend,1850,0,4,DARK,Steelswarm
Stellarknight Alpha,Spell Card,Equip,-1,-1,0,NONE,Stellarknight
Stellarknight Constellar Diamond,XYZ Monster,Wyrm,2700,2000,5,LIGHT,Stellarknight
Stellarknight Delteros,XYZ Monster,Warrior,2500,2100,4,LIGHT,Stellarknight
Stellarknight Triverr,XYZ Monster,Warrior,2100,2500,4,LIGHT,Stellarknight
Stellarknight Zefraxciton,Pendulum Effect Monster,Fiend,1900,0,4,LIGHT,Stellarknight
Stellarnova Alpha,Trap Card,Counter,-1,-1,0,NONE,Tellarknight
Stellarnova Wave,Trap Card,Continuous,-1,-1,0,NONE,Tellarknight
Stoic of Prophecy,Effect Monster,Spellcaster,300,200,1,WATER,Spellbook
Stonehenge Methods,Trap Card,Normal,-1,-1,0,NONE,Chronomaly
Storm Cipher,Effect Monster,Cyberse,2400,0,4,DARK,Cipher
Strategist of the Ice Barrier,Effect Monster,Spellcaster,1600,1600,4,WATER,Ice Barrier
Stray Purrely Street,Spell Card,Field,-1,-1,0,NONE,Purrely
Strength of Prophecy,Effect Monster,Spellcaster,1500,1400,4,FIRE,Spellbook
Strike Ninja,Effect Monster,Warrior,1700,1200,4,DARK,Ninja
Strike of the Monarchs,Spell Card,Quick-Play,-1,-1,0,NONE,Monarch
Stronghold Guardian,Effect Monster,Warrior,0,1500,4,EARTH,Guardian
Stronghold the Hidden Fortress,Trap Card,Continuous,-1,-1,0,NONE,Shining Sarcophagus
Stronghold the Moving Fortress,Trap Card,Continuous,-1,-1,0,NONE,Gadget
"Suanni, Fire of the Yang Zing",Effect Monster,Wyrm,1900,0,4,FIRE,Yang Zing
Submarine Frog,Effect Monster,Aqua,1200,600,2,WATER,Frog
Submarineroid,Effect Monster,Machine,800,1800,4,WATER,Roid
Substitoad,Effect Monster,Aqua,100,2000,1,WATER,Frog
Subterror Behemoth Burrowing,Trap Card,Normal,-1,-1,0,NONE,Subterror
Subterror Behemoth Dragossuary,Flip Effect Monster,Zombie,2400,1600,6,EARTH,Subterror
Subterror Behemoth Fiendess,Link Monster,Wyrm,2000,-1,0,EARTH,Subterror
Subterror Behemoth Phospheroglacier,Flip Effect Monster,Aqua,2600,2500,8,EARTH,Subterror
Subterror Behemoth Speleogeist,Flip Effect Monster,Fiend,3000,1400,11,EARTH,Subterror
Subterror Behemoth Stalagmo,Flip Effect Monster,Rock,2800,2100,10,EARTH,Subterror
Subterror Behemoth Stygokraken,Flip Effect Monster,Sea Serpent,1400,2600,5,EARTH,Subterror
Subterror Behemoth Ultramafus,Flip Effect Monster,Pyro,3000,1800,12,EARTH,Subterror
Subterror Behemoth Umastryx,Flip Effect Monster,Reptile,2000,2700,7,EARTH,Subterror
Subterror Behemoth Voltelluric,Flip Effect Monster,Thunder,1900,3000,9,EARTH,Subterror
Subterror Cave Clash,Spell Card,Continuous,-1,-1,0,NONE,Subterror
Subterror Fiendess,Effect Monster,Spellcaster,800,500,1,EARTH,Subterror
Subterror Final Battle,Trap Card,Normal,-1,-1,0,NONE,Subterror
Subterror Guru,Flip Effect Monster,Dragon,1600,1800,4,EARTH,Subterror
Subterror Nemesis Archer,Effect Monster,Fairy,1600,1400,3,EARTH,Subterror
Subterror Nemesis Defender,Effect Monster,Beast-Warrior,100,2000,2,EARTH,Subterror
Subterror Nemesis Warrior,Effect Monster,Warrior,1800,1200,4,EARTH,Subterror
Subterror Succession,Trap Card,Normal,-1,-1,0,NONE,Subterror
Succumbing-Song Morganite,Spell Card,Normal,-1,-1,0,NONE,Morganite
Summer Schoolwork Successful!,Trap Card,Continuous,-1,-1,0,NONE,Schoolwork
Summon Cloud,Spell Card,Continuous,-1,-1,0,NONE,Cloudian
Summoned Skull,Normal Monster,Fiend,2500,1200,6,DARK,Archfiend
Summoner of the Sacred Beasts,Effect Monster,Thunder,2300,3000,8,LIGHT,Phantasm
Summoning Swarm,Spell Card,Normal,-1,-1,0,NONE,Battlewasp
Sun God Unification,Trap Card,Continuous,-1,-1,0,NONE,Egyptian God
Sunavalon Bloom,Trap Card,Continuous,-1,-1,0,NONE,Sunavalon
Sunavalon Daphne,Link Monster,Plant,0,-1,0,EARTH,Sunavalon
Sunavalon Dryades,Link Monster,Plant,0,-1,0,EARTH,Sunavalon
Sunavalon Dryanome,Link Monster,Plant,0,-1,0,EARTH,Sunavalon
Sunavalon Dryas,Link Monster,Plant,0,-1,0,EARTH,Sunavalon
Sunavalon Dryatrentiay,Link Monster,Plant,0,-1,0,EARTH,Sunavalon
Sunavalon Melias,Link Monster,Plant,0,-1,0,EARTH,Sunavalon
Sunseed Genius Loci,Normal Monster,Plant,0,600,1,EARTH,Sunseed
Sunseed Shadow,Effect Monster,Plant,0,400,1,EARTH,Sunseed
Sunseed Twin,Effect Monster,Plant,0,800,2,EARTH,Sunseed
Sunvine Cross Breed,Spell Card,Continuous,-1,-1,0,NONE,Sunvine
